,Unique_words,Word_Vectors
617,kapha,"[-2.1361113   3.9039183  -1.8423371   2.6594825  -2.2804801   4.2214723
 -1.436922    4.347228   -2.1270404   2.109342    5.6987195  -2.5913835
  2.7328339   0.50389916  1.7469382   0.5093106   0.33593556  1.0939628
 -2.2806695  -0.48956683 -0.04057201 -2.8466468  -0.43368667  1.5839756
  1.0119798   3.2558298  -0.66591364  1.4727615   1.4123834   0.87855244
 -1.6307602  -3.311267   -1.5622423  -4.0682573  -2.71465     1.5080793
  1.9582074  -0.4821815   0.7098358  -2.514462   -3.6313527  -2.255034
  5.595551   -2.7469978   4.8865995  -0.2881715  -2.817783   -1.241287
 -0.88165516 -0.48296952]"
618,skin,"[-2.828062    4.4872637  -1.2856352   2.6630836  -3.1452677  -2.1428902
 -1.8699307  -0.6052495   1.5347143  -0.22420347  3.1100748  -0.38416213
  1.4596376   4.4614215   0.61299014 -1.3478738  -0.9434359   5.0650907
 -2.505351   -0.8337926   2.7507217  -3.7309718   1.0783297   3.9784327
 -1.1738877   0.21911141 -0.7865068   1.9117365  -0.67980903 -1.594485
 -3.3687892  -1.8811803  -2.2344675   5.3505425   1.0730579   3.2019596
  0.34533763  1.8900518   4.1606684   2.20948    -0.18592007 -5.317665
  4.032089   -1.1125365   2.1024954   3.2721264  -0.6839495   2.9778576
 -0.19586647 -3.723239  ]"
619,ear,"[ 4.0863037  -0.31234008  1.1380819  -5.147407   -1.6268951  -0.80769366
 -1.893489   -4.031812   -0.0577686  -4.5844226  -3.3366332  -3.3114684
  0.93571883  2.9614983   3.107685   -0.04447914 -2.932403   -1.3685154
  1.285849   -5.09238    -2.215532    0.37868452  2.7625566  -0.08814297
  4.295624    1.6256834   3.1789958  -0.82883394 -3.3253593  -1.0571975
  0.04055314 -2.2509348  -0.53242236 -3.7273035  -5.64202     3.603621
 -2.1287694   3.8828003   4.5034633  -1.8078167  -2.5687008   4.5729876
  4.519948   -1.0607035   1.676228   -0.57571626 -0.4853591  -0.4324517
 -3.0518546   1.0806965 ]"
620,carotid,"[ 1.4147717e+00  1.8347224e+00 -5.6747776e-01  1.2795993e+00
 -1.2350740e+00 -1.4412148e-01 -7.6777709e-01 -1.5420185e+00
  1.0500765e+00 -2.1179731e+00 -3.4206064e+00 -3.2058752e-01
  3.0867867e+00  2.3116860e+00  2.8069084e+00  3.5737667e+00
 -1.7886890e+00  4.6847682e+00  9.2602745e-02 -2.0419867e+00
  3.3960748e+00 -1.4621437e+00 -1.0614352e+00  1.4891675e+00
 -1.8025181e+00  2.4874265e+00 -4.0733356e+00 -1.8262271e+00
 -5.8663902e+00  9.1643684e-02  1.3210206e+00  1.8560780e+00
  2.1312973e-01 -2.4271307e-03 -1.8239455e+00  2.3028221e+00
  2.6884418e+00 -4.0134673e+00  4.3104643e-01  4.9974208e+00
 -3.0032825e-01 -4.3315503e-01  1.7471721e+00  2.1001437e+00
 -2.5687718e+00  3.5146017e+00  1.9848839e+00 -1.3362906e+00
 -1.7297252e-01  2.4008511e-01]"
621,involved,"[ 1.2515286   2.5106564   0.35076803 -1.2878203   0.39658138  2.38896
  3.0110052  -1.1148801  -0.5381676  -4.9763346  -4.399635    3.2566879
 -2.9134524   2.3531284   2.884987   -2.6233494  -0.1822083   1.4897181
 -0.1360301  -1.4312817  -2.2535734  -0.99224395 -2.6952324   2.358795
  1.9221418  -3.4038825  -3.629054    1.59004     1.7079635   2.458098
  2.0802116  -0.78124136 -1.5124522   0.53144467  1.412424   -1.0893034
  4.1503158   2.3898892  -1.2614202  -1.7605823   1.4006754   5.3574705
 -4.61608    -0.8196009   6.036376   -3.1966908  -6.100723    0.9441938
  0.96671957 -0.41580918]"
622,movements,"[ 1.3446727   2.411172   -0.1185289  -0.7898483  -0.7565938   3.0254657
 -1.1760885   3.830474    4.2418947  -0.20427784 -0.2813835   0.5980436
 -3.8305182  -5.615838    2.3059974  -1.700078   -1.4993851   1.6885169
  2.0170279   0.6202738  -0.8788446  -4.0437865  -1.6723734  -0.27878964
  4.9669623   0.56199783 -1.1705487  -1.3147254  -0.7173269   2.542302
  2.07986     3.7339256  -4.818259   -4.5960855  -2.7234814   0.92524874
 -2.3304448  -1.1398205   2.2639115   2.355866    4.091639   -4.272221
 -1.4863062  -2.964375    3.290756   -3.5441597  -1.8866814   0.1716249
  2.1974735   3.0110104 ]"
623,brahmacharya,"[ 1.8157784  -3.7774167  -0.21997869  0.52082396 -3.8787308   3.5033283
  1.9899923   6.586513    3.2480736  -0.03004396 -0.17293403  0.8357014
 -1.0752362  -1.1646714  -1.3953611  -0.6824125   4.228165   -3.642085
  3.4207957  -4.8403497   4.233177    1.281337    0.31122422 -1.3737754
  1.2406554   3.4506924  -3.4022455  -4.0712414   0.9299804   1.976154
  2.5469103  -0.7361475   1.1771405   4.3275676   3.5517094  -2.9005458
  3.2077084  -0.02786172  0.26480815  1.1545582  -2.551537   -3.5949519
  2.5891232  -2.0838466   1.8971637   2.8351364  -0.77419025 -1.9385202
  0.63535166  0.8993513 ]"
624,tight,"[-3.2641308   4.3793488  -0.17026703  0.11325786 -1.8986154   1.4942456
  2.2134776  -1.4612796  -1.0689654  -0.4482753  -0.4510266  -1.5610609
  1.1287186   2.5007353   1.7366899  -1.2894078   3.2819765  -6.0325828
  3.107109    1.2923871  -0.42711422 -1.0446887  -3.5955625  -5.4629717
  3.2781336  -1.7066114   4.9734945  -2.322729   -0.69219536 -0.05072586
 -0.12736376  2.2377403  -4.179637   -0.7699929  -4.077565   -0.87588316
  1.0247566   2.2394361   5.250638   -2.2424524  -0.68384993 -1.5690728
  1.0760053  -6.778274    2.7825167  -3.1319902   1.1411303   0.86839116
 -0.01649297  2.9703636 ]"
625,stiff,"[ 2.0549054  -0.54340255 -1.0363038  -4.1349607   0.3000006   0.9717875
  0.49909338  0.54470235  3.1346872   0.549644   -1.7984289  -0.1699414
  1.5151922  -1.8951378   1.7377555  -0.4114798   0.9198286  -1.0848418
 -3.1881778  -3.199732    0.06535552 -0.9802117  -0.9461193  -0.569075
 -3.238834   -3.2197187   5.1202455  -1.4624202   2.4116185   0.02018705
 -1.0660943  -4.4789495  -4.049202    3.0228195  -2.124075    1.7957897
  0.85039717  4.199222    0.3659681  -5.356934    2.3749378  -6.0821533
  5.7793283  -1.3763971  -1.9051255  -1.217866    1.9507588   0.8778442
 -2.7947798   1.565006  ]"
626,extension,"[-4.004501   -4.8924894  -0.60294557  0.18192628  1.8915423   0.8851691
 -2.3909087   3.106123    0.17122132  0.5654913  -0.5851971   1.5535138
  0.958722   -6.4440656  -2.5612018  -0.34089056 -1.1608273   1.2109703
 -0.87930053  0.11505421 -2.753107   -0.6627202  -4.82197     1.144535
 -3.5546944  -1.1446342  -4.1853023   0.8745725  -1.1014799   2.650945
  0.0301826   1.626872    3.6598303   0.1486162  -0.6980654   1.716135
 -2.8004675   3.104295   -5.0434957  -2.2897875  -1.9472142  -0.5892304
  1.7737415   5.890518    2.764709    2.7978234  -1.4047074   1.7326027
 -2.525257   -0.07148553]"
627,automatically,"[-2.8488045   7.450452   -1.9562279  -2.2896159   5.0966325   1.827482
  2.6736426   0.64347124  2.2229755  -1.419714   -0.09233016 -3.1340482
 -1.9892374   0.7788191  -1.0530629   1.0997685   1.9827538  -0.8443477
 -1.4496996  -6.3784842  -4.510895    0.27099586 -0.04393557 -0.05458658
  1.2483021   2.4019556  -3.9552062   5.0978794   0.9674136  -0.10242148
  1.4912566  -3.6791584   2.2796705   1.9102596  -1.2200705   0.08083177
  2.8797498   1.9213524  -0.5983349  -0.11539159  1.9512991   0.5472945
  1.2704145  -0.30671486 -1.445479    3.0559852  -0.32042584  0.12723343
  1.4319409   1.0838565 ]"
628,slowly,"[ 2.2547762  -0.13428484 -5.6647177  -1.1995109   2.3437085   2.0435638
  0.30119774 -1.0549455  -0.6547781   1.373838    2.6353192  -1.2543617
  4.083993   -3.8029532  -2.1298122  -4.31461    -2.221199   -0.50543326
 -0.16028218  0.6225558  -2.5188153  -2.825081    3.1503835   5.7517877
 -3.3036313  -0.95110315 -0.4138194   5.815364   -1.1769836  -2.1310198
  4.043693   -1.6667362   1.499003    0.34187686 -2.4845743   0.55167824
 -3.67166    -4.424289   -2.1238728  -0.97463834  0.17509297  2.2030687
  0.21573003  3.074214    0.5117783   4.65831     3.259037   -0.34624135
 -2.0013163  -2.2509487 ]"
629,regions,"[ 2.4890168  -1.5572667  -0.5293527   2.31453    -2.1888225  -1.5682465
 -0.8417282   1.6673119   3.4838743  -1.0635351  -5.1189256   0.31498638
 -1.2417458  -1.187709    1.297644    4.571891   -0.0991321   4.6854744
 -1.7753764   2.1427436   1.8839408   2.8011506   3.9095855   4.480291
  1.5760055   2.886544   -0.7016135  -1.1826051   4.636724    2.688011
  3.8257024  -3.2900531  -5.1288495   1.1121372   2.791986   -0.5559075
  1.0190006  -4.4050717   4.5259547  -2.3525245   0.60007167 -0.48207313
  3.628159   -1.6983603  -2.0299456   3.1804466   1.1314573   2.3332393
 -0.26524436  3.3397346 ]"
630,cures,"[-2.3678894   5.599079   -0.03837006 -2.0143993  -3.4033968  -6.807607
 -2.2657015   2.7188559  -1.1851561  -4.5156083   3.8451216  -1.2875824
  5.1907773  -1.0937401   3.5833316  -0.53307974  2.2838678  -1.1689256
 -2.6238203  -2.6251554  -0.82885486 -4.0408487   0.71241635  1.617487
  1.249926    0.3926101   2.2889514  -0.59046197  2.5650258  -1.5661788
 -4.3977427  -0.5508831  -1.1550298  -1.0051382   4.7955165   6.548525
 -1.2788905   1.7809482  -2.5684724  -0.10233867  2.211685   -0.7754283
  4.34867     0.32525963  0.42307052 -2.7367165  -0.48365885  1.3222849
 -2.1370933   3.6708088 ]"
631,bladder,"[-4.4207685e-03 -2.1862097e+00 -1.1197132e+00  1.6018642e+00
  1.2096337e+00 -3.0446994e+00  2.4810252e+00 -1.3935132e+00
  3.2677488e+00 -4.1657176e+00  4.8905506e+00  1.1399401e+00
  3.3329535e+00  1.2585635e+00 -3.2145164e+00  3.8953834e+00
  2.0098534e+00 -5.5375433e-01 -4.4117475e+00 -1.9557010e+00
  5.4356265e-01 -2.3677208e+00 -2.8396673e+00  2.5848968e+00
  2.4320557e+00  3.0188770e+00  2.1056311e+00  2.7900193e+00
  1.1628041e+00  1.4240975e+00 -1.1843411e+00 -3.8057649e+00
  3.1041217e+00 -4.1282439e+00  2.1713717e+00  2.0900083e+00
  1.8955362e+00 -1.8545705e+00  1.8884034e+00 -1.2960689e-01
 -1.2899636e+00  4.5310488e+00  9.9573642e-01 -7.1980304e-01
  3.5964495e-01  2.2583945e+00  6.4482796e-01 -4.1621132e+00
  3.1639535e+00  2.8798142e-01]"
632,sahasrara,"[-1.5499955   2.3064044  -4.5681195   0.5824497   1.6093861   2.2383978
  0.8513621  -0.8834795   1.1482582  -1.2990116   1.631978   -1.6819003
  1.1036968  -0.723169    0.47851014  0.85154665  2.390286   -1.618588
 -1.0028402  -0.3033361   1.1230835   0.69182783  1.4010631   1.1816491
  1.5803242   1.6146662  -2.3044631   6.8601594  -0.7027233   1.0130365
  1.9542633  -1.228342   -0.36942452 -1.3083713  -1.5379992  -1.8612992
  2.7574546   1.3827943  -3.3505473  -0.66900533  0.9293479  -3.9501166
  0.732898   -3.164001    0.4926778   2.9160442   1.0147512  -6.226923
  0.7892956   1.1914153 ]"
633,chakrasana,"[ 3.269789    0.14253272 -3.1893291  -0.26496723  2.7807088   0.7323839
 -0.9339648   2.3537652   2.077046    3.7227478  -0.79724324 -0.3179411
 -0.28068903  4.15652    -3.1839848  -2.1330466   0.04618726 -1.3306087
  4.6468673  -1.0179497  -2.743797    3.0179517  -4.954287   -0.5395046
 -0.22069071 -4.6810536   4.936322    4.06976     0.10421381  0.8362613
  0.64373606 -0.07701536 -3.6013572  -2.496372   -1.1575431  -2.2675612
  0.44383076  0.17927903  1.1858317  -2.8474274   2.9876978   3.0284023
 -1.0525777   1.4156834  -3.5272107  -2.2243035   1.8222399  -1.0971481
  1.7926623   1.344276  ]"
634,tissue,"[ 1.6905625   1.2970461   1.6562127   1.6437395  -5.9483542   0.42851508
  0.39310902 -1.9101185   1.4113604  -0.7049136   1.327991   -0.93405163
  2.6834354  -3.839376   -0.68557405  2.2940884   2.8790114   2.4653585
  0.5959374   3.3200462   2.6209073   2.1894417   5.3228803   1.8945359
  5.441826    2.2666662  -1.308166   -0.9483997   1.7620108   1.187419
  1.3039211  -2.808891   -2.3968155  -1.612946    2.0460467  -1.6904465
  1.8236773  -2.3569598   4.1027303  -2.3619041   0.9798751   1.6964846
  4.110295   -2.0919168   1.7558782   0.94033825 -2.2075412   1.5515748
 -0.87143135  3.2117722 ]"
635,konasana,"[ 1.5648217   0.86411464 -0.43026385  0.30508196  2.1399992   2.7899551
  3.158375    0.12617853  5.346336   -1.8256942   1.8065405   3.9837816
  4.6452746   0.09155844  2.770045    1.5309579  -1.0389429   1.3084241
  1.5062953  -2.8105621  -1.2932653   4.4730816  -0.58434314 -4.4618845
  1.0960765  -1.3861401   2.0955503  -3.1062002  -1.9014614   2.2712286
 -0.27692872 -0.6032124  -3.86646     3.2635846   3.0198765   1.3779981
 -1.531094    3.1078525   3.1593015   0.07463899  1.7710509   6.188393
 -4.0623417   2.803798   -4.540001   -0.9402552  -2.5605237   2.73225
  2.1736512  -0.9514141 ]"
636,throughout,"[-2.0505247   0.6268291  -1.1295772   1.4680419   1.2104625   3.648142
 -3.1358275  -0.7889974   3.7062712   0.25948626 -0.8429607  -4.0911164
 -1.3834261  -3.9853666   2.0109742   5.1985803   1.7025837   3.089212
  0.8318445  -0.53955454 -0.47058862 -2.0966225   2.0310867  -2.0998952
 -0.6288456   5.21996    -1.3994286   0.44069415 -1.5316063   0.31293374
  2.5413337  -0.8036816   1.7821236   4.9401984  -2.545749   -0.83895844
 -4.331451    0.20642298  1.4885777   2.0401142  -0.06457467 -1.6510686
 -0.03876238  0.25949186  2.7868571   0.9296999  -2.7823794   0.1745473
 -1.7132795  -1.5382752 ]"
637,care,"[-0.95246583  2.550984    0.09687337  2.3600922  -0.1412473   2.7427306
  4.978914    1.0175734   2.0197897  -3.6441152  -3.734303   -3.0430574
  5.3660803   1.5808944   4.8509903   0.5565964  -0.24518737  2.294312
 -1.8197794  -0.02887663  2.9340427  -2.6200743  -1.5236359  -3.4691465
 -0.2969213  -0.41180685 -2.9174635  -2.9298337  -2.8428586  -2.4394093
  0.8520366  -0.9726961   1.6175195  -6.1152577  -0.5712862   0.31017283
  0.3874528  -0.3106546   4.52071    -2.500471   -0.7248488  -1.5519923
 -3.011487   -3.8054826   0.8980384  -5.7525477  -1.4331623   0.28659502
 -2.6895387   3.0443366 ]"
638,tiredness,"[ 1.6735381  -5.1587214   0.5368421   1.7130506  -2.8387334   0.2243938
 -3.0723653   4.8736796   1.1035553  -0.5069764  -3.3679373  -3.2892656
  0.33338413 -3.3695788  -0.63621324  0.61717814 -3.153282    2.965822
 -1.1226423   0.2577478  -2.566224    3.7136412   1.774557    1.4222902
  1.8680735  -1.1738218   5.107576    4.824807    2.6353908  -1.7659903
 -1.3116229  -0.25450945  1.5531288   4.951414    2.4793682   2.2378309
  1.8197556   2.1135058   1.5351089  -2.4554114   0.9565622  -3.9563181
  1.4352903  -2.7290459  -3.9009714  -2.7662718   5.6538334   0.41500673
 -1.7045639  -1.0786866 ]"
639,parasympathetic,"[-1.426848   -2.2161968   2.9857016  -3.6666691   3.030972   -2.4261687
 -1.1752187   4.4129214   0.9298796  -0.30632758  1.4297409  -0.95676106
 -4.004195    3.8390393  -0.93635476  5.5602813  -0.6361082  -4.1881523
  7.1448913  -2.4833498   1.404368   -2.6107802  -0.67279845 -0.4351482
 -3.2922108   4.683645    3.6352456   4.2792253   2.2541277   2.8927705
 -3.2085853  -0.46623686 -1.2760999   2.41152     0.8465847   1.8108091
 -0.7420008  -0.9656335   3.0658371   4.2558794  -1.1469074   3.009745
  0.7745186   0.46479818 -1.4738848  -2.3134522   0.92284214 -6.504974
  5.147793    4.9375443 ]"
640,natural,"[ 0.37239438  2.2985487   1.2506784   2.6385698   2.238674   -2.4682488
 -4.35642     1.0565555  -0.380209   -2.2761014  -2.729085   -1.6758428
 -3.9718742  -0.14487804 -1.4492842   0.1624457  -0.08147188  3.8171709
  2.2183294  -0.56921244 -0.3973728  -3.6109607   6.5342364   3.0267994
  0.44337356  6.1943674   4.162984    3.0077922  -1.1076344   1.494961
  0.4554615   1.344185   -1.6702964  -3.9213629   0.8560836  -0.26049203
  3.4914672  -1.1494886   1.3388023  -1.1532214   2.5920238   1.3591461
  0.8872334  -2.9581895  -1.5898927  -0.4256329   1.6008484   0.6324097
  1.3910079   1.3058722 ]"
641,abs,"[ 2.437929    2.9826267  -1.3230927  -2.9934099  -1.8615806  -0.521419
 -1.0442533   0.55990624  0.97195554  0.98303354  0.9888552   4.713748
  4.1291194   6.207489   -7.1113477   2.5031314   2.1278498  -3.590871
 -2.154782   -4.497123   -0.12991627 -1.0433174  -0.46464434 -3.669542
 -4.448116   -0.33722687 -2.9552119   0.2050246  -0.6665376  -0.3885938
 -1.2644063  -4.342042   -1.1633146   0.60473424  5.7035627   2.146223
  1.6555969  -1.7397276  -0.25719368  3.0401216  -3.5565703   1.9260637
  1.559685    2.3698587   0.12594396 -1.0632033  -3.5351934   1.655319
  0.9625678   0.17689043]"
642,menopausal,"[ 2.0290246  -1.390136   -1.8671616   3.9690292  -1.7224066   0.06599531
 -0.43903682 -1.4534558  -3.8658233   2.0612671   2.702876   -2.5125957
  0.0049573   3.264529    3.6099548  -0.5139568  -1.463065   -1.6381583
  0.3902927   0.17298685  3.7098303  -2.728317    1.6593262   0.669116
  1.7842481   1.8339835   2.650786   -2.6958597   0.83876216  0.5377731
 -2.2553732   1.8613653   0.78690845 -2.390566   -1.8777964   4.77597
  1.344707   -0.838928   -1.4685847   1.0265354  -1.2709103   2.1326458
  4.025319   -1.5513054  -1.7868651  -0.47842005  0.716962    0.597754
  1.3139008  -1.1784016 ]"
643,play,"[-1.2193763   1.9518124   4.735094    0.41774836 -2.2326427   0.5365282
  2.4170806  -5.345037    0.68149674 -6.5207477   1.1891426  -1.756399
 -3.5451393  -1.6938617   3.500054    0.9417118  -1.4704871   2.2133589
 -0.767902   -1.29499    -1.2841256   1.2367657  -4.863301   -1.5057826
  2.0541294  -1.3112341   4.0627203  -3.8310082  -4.782776   -3.0504866
 -0.79701257  0.27321023  1.7453736  -3.9970255   2.410574    0.7768622
  3.2291873   2.712736    1.4581531  -1.7113612   0.67469203 -3.4185615
 -1.1962384   2.6203816   5.860647   -1.995803    2.7835376  -1.9148265
  0.5500886   0.8972821 ]"
644,pains,"[-1.1548651   2.48996    -0.5591178  -4.443531   -1.6157681  -0.42467928
  0.08959206  1.0098526  -3.059952    1.9808881  -0.37420157  0.55795974
  0.8466659   4.484646    3.7680004  -4.0583625   3.5036051  -1.2518889
  3.4997947   1.1552399  -0.8278064  -4.6657624   1.095297    1.2745696
  0.92693263 -1.0589631  -2.3040864   0.3155472  -4.7208896  -3.8482168
 -0.92933244 -1.4379297   0.9013448  -1.1554124  -1.8366593  -0.02938272
 -3.1005003  -4.977599    4.5292473  -2.7278817  -3.0471113  -5.542087
  5.3310666   0.81998295  1.8847823  -4.132144    2.296638   -1.7281256
 -4.4285493   0.4995599 ]"
645,stay,"[-1.6394354  -3.1984258   0.69859916 -1.8553      2.052963    2.8081157
  0.5715529   2.7740884  -1.3685212   3.7039685  -2.1526954  -0.387758
 -3.2939246  -2.124781   -0.5450864  -3.3024285  -1.2022123  -3.735448
  0.8547706  -5.81877     3.0362275  -0.9701019  -0.42772684 -4.7704854
 -0.02369733 -5.723031   -0.10342935 -0.8968532   3.7390049   1.8738511
 -1.893992   -2.2054322  -4.5915647  -4.136015    0.31305954 -2.0856237
  4.3767977  -1.693733    0.89835984 -0.3940438   4.7464213   2.52111
  0.43859026 -4.659627    2.20151    -0.45571938 -5.694669    4.7872777
 -1.0327895   2.5251837 ]"
646,strap,"[-1.3916047  -2.073199    1.8784041   4.0784245  -2.1861084  -0.8885106
  3.5124733   6.228767   -1.4894567   0.56469977  5.305273   -4.8314004
 -1.465904    3.2032511   4.8797545  -2.8550177  -0.47532618  0.12269373
 -1.9082347   0.17503327  7.3440013  -0.63580155  1.1377944  -2.8277426
  0.43069184 -1.8016725   4.74369    -3.914605    2.4251177  -5.870464
 -1.5573516  -1.5548053  -1.971819   -8.581903   -0.4523729  -1.8532776
  3.8485365   3.7415936  -1.0751641  -1.2830634  -2.0660372   1.3588027
 -2.4632945  -0.93531996 -2.9698534   3.3820918   1.8574278   4.5885353
 -4.088567    3.1828513 ]"
647,management,"[-1.3505288   1.4644059  -1.5193521   1.9428006   2.6216938  -0.41289422
  2.8667753   2.6176941  -2.480778   -0.49378178  2.3246622   1.0470047
  2.561806    0.18752581  0.53929     0.6821588   2.0819132  -1.0878857
 -1.1917777  -0.5798576   2.803214   -3.8871684  -1.2521255   0.82354784
  3.8009021   4.3840055   0.74145097  0.42698348 -1.1733469   0.35835898
 -4.427168    1.8694296   2.3162918  -2.0414813  -4.1096063   0.5131564
 -0.58281195 -2.9013762   1.7814345  -3.3883524  -1.7488686   2.3124402
  0.93699116  0.9166229  -2.8231964  -2.4557698   2.7935696   4.4891124
  5.1459327  -1.6704167 ]"
648,cord,"[-0.8885529  -1.5738558   0.6023856   1.0076936   0.25893182 -5.2291293
  2.8439221  -4.030311    3.4226599   0.9943764  -3.0586915  -0.6988513
 -0.8300775   1.6715803   0.26195988  0.85571194 -0.17873846  2.0267184
  2.595564   -5.474732   -4.8348494   4.233911   -1.9796568  -2.7363908
  2.5017319   1.164453   -0.05682641 -2.6923485  -0.5376911  -4.450749
  0.26918215  3.3243492  -0.49826038  1.598408   -4.4767346   4.588019
  3.2607403  -7.2918158  -0.65496814 -0.3499653  -0.35848972 -2.8592172
 -1.5132773   2.9511077   0.6828627  -6.44715    -1.0466491   2.1227458
 -1.1965426   5.124635  ]"
649,pituitary,"[-0.28853747 -1.145638   -4.3532987   0.34000096  4.0942802  -7.847923
  0.99880034  2.3546858   4.8576775  -5.6211505   2.5271068  -0.49550024
 -1.4361532  -0.36473283  3.3003755   0.56623954 -3.8303177   3.0637193
  0.141066   -2.7773988   0.52048916 -0.27491686 -1.7249738   2.1159835
  1.6713467   3.6772292  -0.15041888  4.8328543  -1.377464   -0.5832744
  3.0625374   4.0518174  -2.0871806   1.3390341  -1.7538356   2.374058
  3.3962324  -3.526309   -0.2262884   1.5511411   0.9566048   2.4422724
 -2.9959614   0.429937   -1.3949176   0.36001036 -3.336231   -1.4206332
 -0.69980013  0.46453658]"
650,hours,"[ 1.1844531   3.158198   -1.0676447   0.86509615 -1.6462332  -2.0810642
 -4.7755737   0.7847094   0.7904193  -0.95898014 -2.5297742  -2.1243646
 -0.20414512 -1.6845495   2.7810555  -2.5722644  -3.7633727   1.0754386
 -3.084525   -3.3593442  -3.7098145  -2.0769076  -1.2831007  -5.941326
  4.188973    1.4988772  -1.450482    3.4137094  -2.673687   -4.966898
  1.1218557   2.0284204  -1.0588236  -2.211931   -1.9375662   1.0301045
  1.5820469   2.2496488   2.189668   -1.6217326  -1.0120158  -1.5712272
  0.5019533   3.6598537  -0.1898824  -4.7074904   0.21039887 -1.4572703
  5.461521   -2.6064277 ]"
651,completely,"[ 3.6909943   3.57878    -2.8876526  -2.4030824   1.668927    2.6485546
 -0.48184893  0.25678682  3.5228562  -0.01787691  1.3731565  -2.9441311
  0.2635392   0.85349256  1.5146083  -3.3615084  -1.1200826  -2.112645
 -5.1996965  -2.0832224  -1.8914925  -6.0507846   0.9865458  -5.2299542
  2.996207    0.58073467 -3.8973818  -0.4445048   1.5204424   1.079152
 -2.6137877  -2.0058699   4.4301786   2.9019198   0.2275957  -5.6233654
  2.9108615  -2.9166262   0.6288932   2.7200122   1.4412993  -2.426316
 -4.751722    1.3199852   1.011028   -3.7101474  -0.9217757   1.7057586
  2.5739567   2.359857  ]"
652,full,"[-5.0455604  -1.1320807   0.05139372 -2.8417423  -0.10344265 -1.6143918
 -0.75487304 -0.7360934  -1.0955623   2.2895453  -4.021869    2.8105345
  0.0380679   1.2083144   0.24486971  2.3946717   0.990074    3.19322
 -1.4002388  -5.6324763  -1.3399924  -0.6242512  -2.156962   -4.170929
 -1.5924985   4.321796   -4.904746   -0.5638169   2.8318179  -3.5335095
  0.9923218   0.54828304  6.0814238   1.3691626  -0.10002551  2.3113143
 -0.94146776  3.2074237  -1.9389902  -2.748834    2.8140056   3.883968
 -0.593388   -1.8669046  -0.8927799  -1.42116     0.5551638   1.7898366
 -0.8200094   2.0231135 ]"
653,efficiently,"[-2.7623637   4.1101627   4.325631   -0.7573615   3.4997504   0.84203213
 -3.411267   -2.0433607  -3.149412    1.768026    3.9243174  -3.0926363
 -2.6779723  -4.968498   -1.22085     2.4329474  -2.376764   -2.2890203
  0.6122097  -0.05278868  5.899156   -3.1965425  -0.24716327 -2.2031178
  1.951742    3.7126906  -3.6406882  -4.574719    4.081943   -3.379223
 -1.9658797  -4.000874    1.1634401  -3.8136206  -3.7162259  -0.20079008
  2.3549142   2.423734   -0.16725764 -0.6500509  -1.3364605  -1.580313
 -3.8469894  -0.5795044  -3.1521425   3.1132662  -1.7001791   0.3552237
  0.17471528 -1.0863191 ]"
654,free,"[-1.4156495  -2.8415835  -0.41170028  3.276992    0.7497222   2.219559
 -4.765654    2.7095683  -0.8800884  -1.6817961  -0.62095046 -3.3945127
 -5.0412188  -0.82621634  1.9806225   0.3091921   1.9649262   4.441396
  0.2480068   3.611446    4.5639405   6.653812    3.090583   -2.1970046
  0.15346816  0.64552295 -3.7805514   1.5995233   1.6025048  -1.1283284
  0.05656618 -0.85259414  1.3687909   1.2490115  -2.73572    -3.2989502
 -2.7022712  -4.7072535  -0.63527787  3.8032274  -0.09867555 -0.69319683
  0.40249735  2.3728933  -1.0110914   2.1147351  -0.61922926 -1.6523414
 -2.3292665  -0.05397205]"
655,influence,"[-0.39089718 -1.7670158  -1.3998259   0.36923635 -0.14707592 -0.5590603
  1.5873992  -0.09477022  3.2970686  -4.0554714   1.9053061  -1.5146804
 -2.150278    0.6250845  -1.3387051   1.4298605   0.8503807  -1.3038021
  1.5929564  -2.4539263   0.21335639  1.9890424   1.4828762  -1.2024086
 -0.9031056   1.2164305  -2.560819    2.295149    2.7951012   4.7515774
 -0.29864302  0.7733927   1.0594063  -3.4569218  -0.53762686  3.3268375
  0.957108   -0.8819925  -3.4576504  -0.15877451  3.4386487  -3.1202226
  1.5449729  -1.7405983  -2.1270297   0.7787746   3.8514683  -2.6095378
  4.0481863   0.2662252 ]"
656,stabilizes,"[-3.0291889  -1.2378733  -3.6525245   0.5418236   0.3334625   3.4955297
 -4.013422   -2.5003114   4.8476562   0.92275065 -2.279733   -0.23195077
 -4.725469    1.0766431   1.4118869  -0.35825732  1.1845374  -0.5303832
  0.51805574  2.357698   -1.8076715  -6.5916667   3.3719304   2.105228
 -1.5424525   2.4824789  -0.5858499   2.0741525   3.479024    3.313099
 -1.8335941  -4.4778857  -1.0869341  -1.7990477   3.6419966   1.2340052
 -1.2596087   2.369153    2.2648509  -3.3675678   5.240501    1.1664302
 -3.0974975   0.89238995  3.0734258   0.22323154 -1.3608361  -0.61810076
  1.0109411  -4.027681  ]"
