,Unique_words,Word_Vectors
30,mind,"[-0.41481665 -0.7893435   0.69921     5.4208517  -1.5105879   3.0287058
 -5.3457494  -3.314393    0.49100992  2.9568906  -0.89259684 -4.2707934
 -2.9207778   3.4521325   0.29516608 -0.99003786 -0.55031383  2.550483
  2.9138892   0.7869837   1.7459799  -1.1283003   0.38138855 -2.931435
 -3.8902695  -2.0658453  -0.72733897  3.005179   -2.5851843  -4.5370474
  0.12500641 -0.29427275  1.2917209  -0.65636677 -3.8642364  -1.0473952
  5.4843984  -1.8679466  -1.9434319   5.308727    3.9461575  -1.791776
 -1.924557   -0.08550587 -1.6184227   3.054051    0.8242074  -4.90843
 -2.3448412   0.58995706]"
31,flow,"[-0.9484892  -4.544548    1.2636828   5.106486    2.146201   -2.8771646
 -3.5652606  -0.70546156  2.8546894   1.2562019  -2.7098162  -2.411234
  1.303544    1.522098    2.6034923  -5.2402215  -0.75813967  0.46953467
  0.00626038  4.024657   -2.3934383   3.8441176  -0.41073355 -0.02181362
 -2.3118527   3.9297693  -4.0361753   1.4152243  -1.3206862  -3.212204
  1.7180871  -1.4917024  -1.2583808   2.6686125  -4.5297866   0.49802354
 -3.2953246  -3.8616846   1.468185    2.33342    -1.8051916  -0.7720389
 -3.1752017  -1.4932835  -0.1261697   2.50883     4.5071764   1.7147076
 -0.6586179  -2.020556  ]"
32,nervous,"[ 2.6989594  -2.9066377   3.799348    6.358938    3.638517    2.6361277
 -5.596828    1.3251876   2.0569565   2.8910956  -1.3526933  -1.1686424
 -1.4800699   0.933309   -1.9675145   2.1636395  -1.6221199  -1.196571
  2.587411   -2.368566    2.0377805   3.3384733   0.66723996  3.4934359
  0.30250275  2.1303732   6.6945357   2.2326016   1.873671   -0.9812131
 -0.17317593 -0.15122393  4.0761604   5.288254    2.9729517   0.6307684
  2.2447307  -1.71071    -2.400048    1.354224    1.0917108   0.10495386
 -3.5761528   3.0670087  -1.1476634   1.8122027  -3.098897    0.00831536
  1.6721017  -0.1438542 ]"
33,yoga,"[-0.36626047 -2.8394852   3.100802    6.11883     1.8668606   1.9441062
 -2.7751231  -1.9682974  -5.5149655   1.5119412   2.1299534   3.747417
 -3.6171746  -0.08149     2.8384058   2.2360926  -2.5214124   1.8787757
  2.275056   -2.9442747   1.269986   -0.04254673 -2.9453154   4.169785
 -0.6259099  -3.2727818   3.1640677  -0.87492085  0.05491488  2.3726897
 -1.0793972  -3.6569207  -0.11562122 -5.8035865  -1.6838431  -1.1998193
 -1.5280744   1.7402775  -0.8636402  -1.5101942   1.2554268   1.7577095
 -2.1148353   1.5662681  -1.6813096   0.9320163  -3.158113   -1.1437112
  1.7560703  -2.4804075 ]"
34,thus,"[ 2.0330014   4.7699323   2.0487425   3.0763168   0.39845833 -1.4205812
  1.5041466  -4.2136583  -2.2979069  -1.2075219  -1.0075771   1.79891
 -0.33379278 -0.56150866  2.606549   -2.1952653  -5.0469084  -5.4533763
  3.7967153   2.7635167  -0.41552916  0.8834465   2.4245272   1.2712435
 -3.014004   -2.6062624  -2.2411518  -0.95374596  1.055607   -3.3975732
  0.79812586 -3.9413583  -1.6559378   3.6520472   5.074971    4.1917973
 -1.7765895   0.71219957 -1.6865852   0.8114621  -0.16819167 -1.3589225
 -2.3098633   2.0825703   1.460015    0.25565612 -0.92853373  0.09911191
 -0.2218086  -1.1235826 ]"
35,reproductive,"[ 0.3361336   0.7346167   3.6441092  -3.038765    0.83726573  3.4859884
 -0.12961024  1.7014931   1.4344015  -0.07625443 -4.358912   -3.788794
 -3.78298     2.226839    0.35435084  0.15825823 -2.406284   -1.17238
  2.369825    1.8957447   0.07427748  4.9986863  -2.3907514   3.324276
  2.2420473   0.3598036   1.557562    3.9991412  -1.2675829   1.5718198
  3.4969852  -0.6026052   3.116325    0.93982893  7.5673847   4.2357435
 -2.5274014  -2.4044778   1.6485034   1.2499703   0.42036673  2.2581854
 -0.38746125 -1.839632   -2.315324    2.196436    4.219156   -5.3779616
  0.32897392 -4.787967  ]"
36,circulation,"[ 9.7327155e-01 -7.4418058e+00  2.9430323e+00  1.2462875e+00
  7.6185697e-01 -5.3846252e-01 -2.6480293e+00  1.1102382e+00
  1.7474830e+00  2.6958330e+00 -1.0475948e+00  3.9378417e+00
  4.2427149e+00  3.7320168e+00 -1.2676956e-03 -3.0655229e+00
  7.0481479e-01  3.4539030e+00  8.3249944e-01  6.8408766e+00
  1.3765527e+00  1.8488142e+00 -2.6246443e+00 -3.8502223e+00
  2.1470373e+00 -1.2586604e+00 -1.2333053e+00  2.8291726e+00
  2.8811806e-01  1.7878122e+00  4.3644419e+00  1.7562796e+00
 -2.3054264e+00  7.3566847e+00  4.4460559e-01 -4.4314197e-01
 -5.0318995e+00 -6.4676671e+00  2.9434004e+00  1.9390237e-01
 -6.4101040e-01  1.8684571e+00  4.0994415e-01 -1.7063165e+00
 -2.2207727e+00  3.5701120e-01  2.7430570e+00 -1.0448556e+00
  7.9215783e-01 -1.2937788e+00]"
37,stimulates,"[-5.8969326  -3.2882378  -2.570761   -0.21715814  0.53958595  0.8787308
 -6.71757    -3.341046    0.6849117  -1.3179554   0.2372037   1.8565413
  1.7920387   4.068279   -2.3100643   3.027468    1.7104634  -1.9677297
 -0.8753583   1.9804137  -2.7946374   3.2874186  -3.5808542   4.200677
  1.0645401   2.5825772  -0.9699412   1.5367126   0.84566534  2.806997
 -0.6044287   4.9770484  -2.602904    0.38218755  2.2818835   1.9298481
  3.1761029  -3.4898458   2.6681292  -0.9380339   1.0824571  -0.22755359
  0.21265793  4.7880993   1.2937552  -0.95528126  0.83561945  0.2676197
  0.1702453   0.3024406 ]"
38,pelvic,"[ 0.5148257   2.6144378   4.885725   -2.401743   -3.3414972   4.2774067
 -3.5116463  -2.4258423  -0.9835379  -1.5251135   0.03130446  1.5025668
  3.058423    0.9882508   0.17343709  1.931982    0.8774844  -2.4461427
  0.06187494  3.685492    2.3477914   3.5359764  -4.1763887   0.58718437
 -2.8860257  -0.1525822   3.5442886   0.9021014   2.0863268   4.4015574
  2.501062    1.3326604  -0.0063534   6.1538506  -0.86966276  3.9105759
 -1.8411568  -0.67951214 -1.0467283  -0.8334053  -0.7790317   2.1290112
 -0.1543359   3.6307585   0.16572864 -1.5915287  -0.36586007 -1.9047989
  2.9420955  -1.3019323 ]"
39,entire,"[-2.5714371  -3.6213603  -1.0679318  -1.7462546  -1.3191363   5.0045295
 -2.3816245   0.4364011   1.1220561  -2.2571702  -2.8721476  -2.258167
 -4.0913305  -3.6698089  -0.27180967 -1.4323348  -2.0846255  -1.8815895
  1.106405    5.165682   -0.2440861   0.26419592 -3.575589   -2.871169
 -3.5303278  -3.4160204   1.8599063  -0.86930627 -2.174107   -3.6792421
  0.9247098   0.62888014  4.6155763   2.540535    1.3193814   6.9750977
 -2.2348986  -1.3603926   0.9069178  -0.94802856  0.0208417   2.3073995
 -5.6963506   1.9657342  -1.7611644   2.0184398  -3.2375705   0.1808045
 -1.6702213  -0.3044402 ]"
40,hip,"[ 1.6401793  -1.5853065  -0.03674898  1.7724634  -0.4351722   2.5909336
  0.42182907 -2.5202432   0.80510134 -0.07405057 -0.8041325  -0.4486566
  3.4905424   0.24258392 -0.552888   -5.1079035  -1.3879842  -0.08983961
 -2.1828296   0.32718644  3.9680521   2.8562222  -0.6559533   1.0484878
 -3.1562235  -3.5568058   3.2624466   1.0207982   1.7121185   1.2627038
  5.2415233  -5.1422663   0.06306996  0.6937657  -0.41441587  0.59821326
 -3.0678108   4.7333903   2.1087103   2.5467567   2.3610206   1.6287286
 -4.0116677   4.9823833   1.6020434  -4.69794    -3.9243457   1.4810814
 -0.27204213  2.6380234 ]"
41,deep,"[-4.2250633  -3.2491727  -2.133292   -2.786068    2.4739463   6.485315
 -5.7576265  -2.7246993  -3.5758035   1.9862268   2.8275485   1.9395754
  1.3647672  -2.6591828  -3.3039913   1.80561     0.23238914 -1.909824
 -1.2131023   1.916523   -1.4263121   4.612938   -2.068393   -0.92430806
  2.0623374  -4.130098    0.7877999   0.37540555 -2.8595817  -2.9154162
 -0.96558404  4.0289927  -1.4585469   2.4751751   1.225648    3.387364
 -2.2019913  -1.5162191  -2.0333495   3.0101805   1.6535305  -0.28245446
  1.4766605   1.9484422   1.2036307   1.0899024   0.42278674  0.45340386
 -3.243381    5.4230995 ]"
42,leg,"[ 4.1572466   3.3408089   2.480241   -0.76019204 -1.1659731   0.27738664
 -0.31717455 -0.32978982  1.6107302   4.5109835  -0.48701856  3.500196
  1.4399334   2.3596609   3.6431668  -2.3843427   4.9554186  -2.8685694
 -2.7798624   4.339047    1.0853311  -3.038686   -3.309727    1.1511203
 -5.7714863  -0.7552869   0.92288756 -0.9104759  -1.9787198   3.795031
  2.8332953  -0.22253373 -7.8168826   1.5877537   3.148299   -0.64330935
 -0.37238884  3.8248343  -3.175433   -1.7802702  -3.338984    3.506257
 -1.7289739  -0.3347017  -1.9176975  -3.5750806  -1.9785817  -0.2787166
 -1.3539313   0.45874384]"
43,nerves,"[ 3.7160916   0.57953423  0.50806725  1.924051   -3.5305698  -6.422756
  1.5149086   0.99113196  1.3457066  -6.3808265   0.41684636  2.565468
 -0.01989287  2.2875538  -0.2860393  -3.2181334   2.8593662   0.23551053
  0.0449154   2.076903   -0.6874922   3.411192   -1.0405123   1.0062513
 -2.168513    0.0426368   5.2642555   2.1461694  -6.9646807   6.5132337
  1.0966313  -6.3488784   1.8526295   4.784231    0.29941672  1.7326819
 -4.397178   -5.936209   -4.22395    -1.9578526  -0.18928738 -4.357423
 -1.0636393   1.854134   -3.482067   -5.3330665   1.2134074   2.2206028
  0.68405116  1.8335264 ]"
44,improving,"[-1.5388625   0.27234688 -2.0368295   4.76386    -1.8161817  -2.3536894
 -1.2875277  -5.289073   -4.933011    0.19145478 -3.878576    2.507971
  0.06405591  2.2771456   1.3125573   2.0763788  -2.867735    1.2393657
  2.6441867   0.936056   -0.20297208  2.852288   -9.502426    2.0087945
 -0.05719821 -0.79416174  0.9287632  -1.2921517  -0.04929036  1.3517131
 -3.0017364   0.7539166  -4.603629    2.194345    5.8818517   2.4318075
 -2.131423   -1.9632288  -5.9955864   0.01648611  4.400621   -0.3503095
 -2.385376   -0.49726307  0.3888647   2.9605844  -1.3926067  -0.07742802
 -1.1657082  -5.1276855 ]"
45,awareness,"[ 1.0572687  -0.8853015  -0.79392785 -0.12496354  3.0859048   2.6821053
 -2.3693013  -1.7015202  -3.9535959   2.7731743  -5.647793    3.5105617
  0.3830817  -2.513239    0.0412747  -3.0145633  -1.53788    -1.9739658
 -0.03727739  1.5324589  -2.553576   -0.7593434   1.3151875   0.33219516
 -3.7771654   0.7988857  -3.8067524   1.8744463   1.8489143  -2.8426762
 -0.91241425 -0.5447959   4.764775   -3.8893108  -0.8248733  -6.100391
  1.6884893   5.1758657  -2.9461277   1.4790345   5.328259   -1.9799029
 -5.6351557  -1.6487797   0.8312086   1.4037277  -1.421853    4.9045186
  2.203187    0.26343083]"
46,core,"[-0.05928271  0.92426354 -0.13319625 -2.1546662  -1.1119993  -0.9990642
  3.8217928  -4.065686    2.2033734   2.1347318   1.0116206   2.516513
 -2.3631322  -0.73494333 -1.1862662   0.09139098 -1.4460558  -1.5777625
  3.5712655   4.168991   -0.9849862   3.4526484  -2.8622167  -4.365981
 -3.374518   -5.9007196   2.137535   -1.3376667   1.4878392   4.022637
  3.6101928  -3.9655745   3.099793   -0.75045866 -0.26847044  0.06442649
 -0.20467566  2.580984   -4.079421   -0.4100333   4.465164    5.655865
 -3.3420043  -1.9412103   3.8842535  -3.0738425   0.61685795  1.352948
 -1.3387506  -0.02664836]"
47,digestive,"[-2.5282266  -2.99828    -0.9387669  -3.4782064   0.6312931  -0.74087375
  0.5905908   2.6041965   2.1683817   0.07356188  0.75414276 -1.892124
  1.8009574   7.2006416   0.22281116  4.099306   -1.4529922  -6.0580783
  4.9938498   8.84483    -1.0000571   1.9390798  -3.1529403  -0.9509557
  3.1065578   4.869217    3.2141004   2.169385   -0.02260679  3.149761
 -1.9155605  -2.395013    2.5896752   4.688899    5.577469    0.534959
 -4.5882134   1.710701   -0.5533517   4.9558897   1.0994744  -1.0070813
 -0.6242814  -2.721116   -2.3069642  -0.9852825   6.895546   -2.1414955
 -1.4997203  -4.244821  ]"
48,spinal,"[-0.12440418 -1.5638232   3.2985082  -3.8122878  -4.293165   -4.2441607
  1.9483342   1.0547125  -2.0776322  -1.8490702  -1.4139376   4.5545163
  1.142435    1.1866289   2.6767082   1.3485682  -4.9438667   2.951145
 -1.2542669  -2.2164283   1.4106008  -1.5475346  -2.8498564  -2.4198043
 -9.949185   -3.6128697   2.8569486  -1.7360553  -0.5259384  -2.5943127
  5.671099    0.1612726  -0.5759214   8.596036   -1.5776173   1.0767882
  0.38261405 -5.038787    2.678978   -3.4876306  -6.7210255   2.2457678
 -1.4201161   1.0099399  -0.5187657  -1.753357    2.362151   -1.3822513
  2.8183405   3.4812036 ]"
49,digestion,"[ 6.5573206   2.8796263  -0.94760823  0.05481429 -2.873472   -0.5060652
  1.331164    0.44946182  1.6355755   4.2402873   3.4316545  -0.8999231
  1.1282986   4.062218    0.0628964   2.2725995  -2.176071    2.5813758
  1.7241613   7.741416   -2.8225024  -0.5612347  -2.6727133  -0.07624964
 -2.2524688  -0.21985485  1.1095592   1.5225782   2.9123588   4.091467
  2.550124   -4.8707647   0.91412103 -0.35095346  1.176142    3.8820772
 -3.8064585  -2.1211755   3.1433585   3.9452856  -1.4758584   2.262979
  1.6839204  -0.6210107  -0.62372553  0.3558302   7.871327   -0.6376996
 -2.2381465  -1.791272  ]"
50,gives,"[-0.3310348   0.36439887 -3.9015532  -1.5356079   0.6513922  -1.3688745
 -0.17050791  2.974149   -0.8121649  -0.6686515  -5.8067317   5.7114744
 -2.7836592  -1.4366587  -3.506829    3.1394012  -2.156455    0.48446065
  3.550587    1.4920275  -2.289323    2.3280687  -7.3093104  -2.927362
 -8.3823185   0.8352766  -0.98066086 -1.5233076   1.5352681   3.0988348
 -0.586928   -1.0214348  -2.1654565  -3.6136484  -0.01583389  0.919165
 -2.5217023  -0.8202948  -1.0224316  -2.084322   -0.15544954  0.7797349
  1.7692105   5.8497906  -0.59208447 -0.466647    0.09843931 -1.139043
 -1.9326875  -5.060515  ]"
51,pressure,"[-1.9526839  -4.2390904  -1.2267126   1.1987389  -7.2299013  -1.1191443
 -0.4835339  -2.3707235   0.48253897 -0.14853787  0.10149914 -2.1278958
 -1.5574627   0.49500245  0.42908454  1.3210937   4.5423017  -3.6792798
  5.2105165   1.356888   -2.3336546  -3.1913111  -4.2479053  -1.0505348
  4.4785414   2.165015   -4.5527544  -0.54097784 -8.371851    2.3082304
 -0.8739588   6.877193   -3.4030287   1.8711755  -4.4770107  -0.6356369
 -4.3285127   3.864988    2.3990903   2.3579671  -5.4913955   1.3437418
  1.1559389   5.6729407  -0.8828906   4.9447756   0.8513362   4.844036
 -2.1345913   1.8751209 ]"
52,heart,"[-6.1332803  -3.4580646  -3.5946043   0.82881314  0.3063374  -0.35180095
 -1.1275916  -2.377522   -7.354688   -1.3061899  -0.9186213   1.0839025
  1.3016968   2.8005679   3.8010771   4.6356034  -0.9289004  -0.25142142
  5.455401   -0.25573617  7.3751125  -1.159767    1.6873498  -5.9854965
 -3.2791402  -3.3951242  -4.342924    5.365356    1.5184087   4.3588157
  3.0324845  -0.1987525   2.174025    1.0957379   0.42553857  2.4333534
  0.45849225 -1.863558    3.7126722  -0.39141077  1.9405373  -0.34619027
 -4.000404    1.8921515  -4.5946345   2.095413    3.5918865  -0.34244508
  0.2782922   3.0797958 ]"
53,chakra,"[-0.53395164  0.8468522  -7.355719    5.2448115   2.410552   -1.3948452
 -1.1233644  -3.8539836  -4.337914   -1.6510929   1.1475741  -3.822638
 -4.711296   -5.354385   -2.5955117   2.2732592   3.2256458  -1.4845963
 -1.3550892  -1.1018331   0.17298304 -1.504603    1.8021876  -4.038396
  1.2727797  -0.962345    0.18885411  4.358071   -4.2887216  -1.8829862
 -0.3730375   1.7716799  -0.09777099  1.9394923   7.23635    -2.4150853
 -0.7302629   0.06236584 -0.79390144  4.0776563  -1.6761122  -8.992787
 -2.6519036  -2.2023723  -3.0680723  -1.6598883   5.238502   -3.4229248
  5.3061857  -3.6713612 ]"
54,joints,"[ 0.6404292  -1.8664563   1.7195082  -2.3441293   1.3418652  -2.7642996
  2.4457593  -0.48007405  2.5068552   3.4457095  -2.0355163   0.7262938
  2.483783    2.1109502   0.8314047  -4.483065    5.505761   -1.8520412
 -0.15547626  4.339942   -2.1783636   4.7091227  -3.153191    1.5132097
 -2.0169334  -2.8352497  -1.9134309   2.7718134   1.0540673   4.2565274
 -0.49621746 -0.33714864 -2.155441    0.14752668 -1.4953654  -1.2668729
 -4.719024    0.12929185  1.5691268   1.6516204  -4.4508348  -4.4898963
 -4.4942236  -0.73021877 -0.73563045  3.407034   -1.5203795   1.8283902
  2.018734    8.348666  ]"
55,energy,"[ 1.47776425e+00 -3.70284438e+00  2.39809155e+00 -1.21922815e+00
  2.61512232e+00 -1.84533513e+00 -4.41710472e+00 -3.29591775e+00
  4.75482750e+00  2.59358883e+00 -1.07148468e+00 -8.08896923e+00
  3.52546692e+00  2.03172708e+00  4.46197701e+00  1.31221139e+00
 -3.33270502e+00 -1.73086309e+00 -7.41723955e-01 -9.49434042e-01
  1.03399527e+00  1.18929684e-01  4.10682887e-01 -4.49655533e+00
 -3.89337087e+00  4.46381047e-03  7.74327219e-01  7.08445311e-01
 -2.17807961e+00 -1.10908663e+00 -3.00655937e+00 -3.47543859e+00
 -2.05712891e+00  1.65761685e+00  1.59711909e+00 -3.63840151e+00
 -1.56030607e+00 -8.78019905e+00  6.32487595e-01  6.06820440e+00
  2.28342915e+00 -1.78627050e+00 -2.19124722e+00 -8.62203312e+00
  1.43553185e+00  1.71468115e+00  3.73855019e+00 -1.53247333e+00
  1.03636801e+00 -6.45839643e+00]"
56,strength,"[ 6.3328323  -2.2874055  -1.2129455   4.0776424  -2.0667615   2.024827
  2.5019476  -1.2355767  -0.03182914  1.5677819  -1.0697227   1.0457382
  0.26208532 -4.535577   -5.674072   -2.0052726  -1.5926242  -0.21802472
 -1.032054    3.4628868   5.102092   -0.84222615  0.76443464 -0.1500713
 -2.9434078  -9.869309   -2.183992    2.9533195   4.657627   -4.2238574
  2.0621207   5.0390882   5.0498276  -0.67019457 -1.9449875   4.054614
  2.8585176  -3.3433683   0.7410992   2.11042     0.8552879   1.752187
 -1.8584478  -4.441402   -1.8594882   1.472891   -3.1254892   2.6973689
 -2.7085226   2.0770924 ]"
57,one,"[-7.7095613   4.63505    -5.0180254   1.4964296   0.5886777   3.2745612
  0.8171451   0.4003631  -4.059184    4.7491884  -1.1077348   1.2792459
  0.46351635  2.9874015   2.0553572   2.4463186  -2.9554415  -0.9197995
  1.5609906   2.6033905   4.003355   -3.1121995  -2.6839075  -0.44872233
 -1.7732573  -1.922071    0.71496856 -1.7275248  -6.801566   -2.3975549
 -2.4303796  -3.6687164   1.8137423   0.3742162  -2.3140063  -1.8777294
  0.93147886  4.749832   -1.4305044  -0.9131746   0.3620047   3.870873
 -3.4939547  -1.9508262  -0.54279166 -2.6927738   3.4940608  -2.2598808
 -1.9238906   6.273898  ]"
58,increases,"[-3.9525032e+00 -9.2172855e-01 -4.5562196e+00  1.7609433e+00
 -9.8128057e-01 -1.6642112e+00 -2.8810008e+00 -2.6123956e-01
 -1.6276953e+00 -8.2765251e-01 -3.0243008e+00 -8.6130261e-01
  2.2205443e+00  3.3634474e+00  6.7115539e-01 -2.2359436e+00
 -1.6690152e+00 -5.3362513e+00 -2.6290660e+00 -6.6364264e-01
 -4.9314380e+00 -1.5112618e-01 -5.0024176e+00  1.3757986e+00
 -1.5658011e-01 -6.4033478e-01  2.4898479e+00  3.3443618e+00
  2.4065545e-01  5.1494594e+00  9.9915421e-01  5.2879272e+00
 -4.6037664e+00  5.8662925e+00  4.6557631e+00 -7.3609638e-01
  3.2420987e-01 -3.1748159e+00 -2.9882767e+00 -2.0852426e-01
 -1.0987182e-01  2.1569493e+00 -1.1145678e+00  4.2941773e-01
 -2.4020457e-01 -2.0222766e+00 -5.4858727e+00 -8.5113347e-02
 -1.1837714e+00 -3.0545085e-03]"
59,benefits,"[-2.4992752   1.6244153   1.5791293   0.06454974 -0.8813028  -6.1647367
 -0.5913124   6.9261417   3.8862343   2.686359   -3.3312736  -4.488269
 -1.4424744   0.05161452 -1.2876259  -3.9382381  -5.2640643  -2.657587
 -1.9046947  -0.05011292  0.17929341  1.2550215  -5.758155   -4.110301
 -2.122569   -3.0053651  -0.28856903  4.3126273   6.7261367   1.8904563
 -4.638732    5.326706   -4.8189726   2.2488809   0.49225444  1.4303635
  1.4502327   0.48379236  5.553155   -0.29454586 -6.2476206   2.1860669
  3.9068472   0.5250627   2.778274    1.7393625  -0.45251167 -0.22264706
 -7.1446342   0.2103262 ]"
60,great,"[-3.064716    0.9583262   8.04726     1.1584519  -4.4549227   0.7582829
  0.78720456 -1.1630703   1.5267458   0.17453092 -4.830907    0.5809409
  4.80104    -3.929997   -4.6904774  -1.7402126  -6.944862   -3.0267944
 -3.050311    1.5873114   3.685963   -6.4629574   4.151156   -0.6843192
 -5.2048135  -5.1208754  -1.4109299   0.59910023  1.748147   -4.5543246
  3.052046    2.8940604  -2.1944668   1.348191    5.026942   -2.5180898
 -4.361244   -0.8193481  -6.0574946   1.1712213   1.7890424  -2.1445296
 -1.8000493   1.5191191  -2.4400828   0.17447548  4.3031125  -3.2468126
 -0.8912195  -1.9257687 ]"
61,upper,"[ 4.7265120e+00  7.1737725e-01 -1.0979121e+00 -1.7985933e+00
 -3.7539739e-03  1.8627212e+00  6.6664791e-01 -3.2921379e+00
  4.6543708e+00  2.0561845e+00  1.7753742e+00  1.6093981e+00
 -3.1597588e+00 -4.0696864e+00 -2.8155186e+00 -1.2677279e+00
 -4.9073057e+00 -6.7292613e-01  1.0309942e+00 -1.6343852e+00
 -8.6441374e-01  1.8515586e+00 -1.7791663e+00 -1.0984870e+00
 -7.1748316e-01 -3.9978924e+00  5.7598495e+00 -2.0781446e+00
 -2.0193295e+00 -3.0349631e+00  3.0269110e-01 -4.0183177e+00
  3.2154591e+00  5.5752826e+00 -1.8533680e+00  1.0944663e+00
 -3.7946167e+00  5.9681678e+00 -1.3920922e+00 -1.0284339e+00
  3.5808611e+00  1.0933506e-01  9.3077564e-01  4.3084655e+00
  2.1854937e+00  7.8202343e-01 -1.3061126e+00  1.3749136e+00
 -8.9670315e+00  3.7907598e+00]"
62,functioning,"[ 3.4077628  -3.7525613   3.6349754   0.17874801 -0.90095407 -1.287392
 -3.080932   -3.1283038   2.4412038   5.248433    1.0479852   2.9506285
  2.1330798  -2.1721973  -2.8802571   5.0896273  -0.37759006 -8.048558
  5.1616397   1.5219988   1.6989758   2.3350475  -2.5148869   0.58150584
 -0.8773085  -0.33733392 -3.9327793   0.43459857  1.2916993   4.085278
  4.006973    3.4147775   3.9165597  -0.96351534  0.37784624  3.8646824
 -0.9706725  -6.92891     4.3190093   6.1151547  -3.6542811  -1.7692002
  2.2899706   2.2587082  -0.5124007   5.6904716   4.6970034  -0.37873262
 -0.5475091  -6.2603593 ]"
63,concentration,"[ 5.397853   -4.1987696   1.009757   -0.44195074 -5.92029    -1.0587548
 -3.5030313   7.267728    1.6710758   4.286978    5.027954   -2.210789
 -1.224597   -0.3858448  -1.158566   -2.497338    1.3839866   0.6902704
  4.32518     6.8786674   3.7018292  -4.2928643  -0.5481428  -2.0185912
  1.9519713  -1.6992228  -4.325242    2.164044    3.3274307  -1.146317
  3.7266722   4.6739483  -0.8073011  -4.3623815   1.7715405  -5.3110223
  4.197127    0.99744546 -3.5540795   6.0925055   1.7313731  -5.526557
 -4.543924    0.68715185 -3.787301   -1.0177553   0.19783053  0.7864459
  5.2829103  -0.05605534]"
64,around,"[-1.2319062e+00 -4.1486040e-01  2.4923813e+00 -1.6419433e-02
  5.9723563e+00  2.4136019e+00 -1.1163672e+00 -1.3785418e+00
 -2.2483358e+00 -6.4765018e-01  4.1550307e+00  7.1096344e+00
  8.8535768e-01 -1.6080277e+00  8.9452285e-01 -2.0447271e+00
  1.0165587e-01  2.4523456e+00  2.4611359e+00  3.9761856e+00
 -4.9580145e+00 -4.9777970e+00 -8.2935798e-01 -3.3922970e+00
 -1.6732069e-02 -7.5401196e+00  6.8542314e-01  6.8870462e-03
 -2.0836670e+00  2.5635381e+00 -1.8915114e+00  2.0769570e+00
 -1.4137454e+00  2.7191317e+00  8.7857091e-01  1.2183585e+00
 -1.0945436e+01  6.2917739e-01 -1.2076858e+00 -2.0975003e+00
  7.7519304e-01  3.8190665e+00  8.1482023e-01 -2.1728227e+00
  3.6090424e+00 -3.2536826e+00  4.5256634e+00 -7.8209275e-01
 -8.9509277e+00  2.7265606e+00]"
65,sense,"[ 7.2680078  -4.585656    1.6991916   4.4177895   4.1140795   5.904311
  0.10806888  0.32737985  3.300778    6.278147   -0.30771312 -1.3140826
 -1.9116313   0.46854687 -4.56517    -4.676135    4.0764422  -0.62379724
 -2.3781974   0.97948945  1.4401531   0.9266628  -1.0853127   0.0718599
 -4.0623913  -4.736263   -2.2624543   1.244127    4.733056   -5.6332626
 -1.1013113   1.6310543   5.0476146   2.291109   -5.337564    4.729028
 -0.7479869   4.161817   -4.51749     3.4828227   0.13864551 -1.6971743
  1.504718   -2.6840668  -0.9952949  -0.30747777  0.6097738   3.826152
  4.644171   -1.5612912 ]"
66,like,"[-0.8415629   0.05124025 -0.2955834  -2.1985304   1.7598443   1.485607
 -6.5299244   6.7714806  -1.8073295  -4.673976   -2.0184238   7.8604302
 -7.8973308  -4.681945   -2.5466049   6.849103   -4.2225723  -1.2484242
 -2.1085799  -0.4630753  -6.763059    1.9514354  -3.1102917   2.2138612
 -1.1003872  -2.0309994   3.4471111  -2.4999714   3.1562042   4.2049375
  2.6221251  -6.188877    1.2521861  -3.6964338  -0.8898488  -1.9835385
 -0.5167042  -1.5767515  -2.7731671  -6.9244356  -4.872429   -3.5046782
 -0.90839773  4.5065937   0.9767194  -0.15628462 -4.2085514   2.737538
 -1.9466195  -6.5551276 ]"
67,internal,"[ 1.9551458   7.7824244   0.7436676   1.8895036  -2.6256218   4.753697
 -0.38912937 -2.8309948  -3.325945   -0.4112972  -1.866661   -3.7583504
  1.039273    1.4780895   0.92192185 -2.9936278  -1.0627013  -7.994731
  0.27429545  8.175624   -3.1175117   3.9327066  -5.4848075   0.9052915
  5.205625   -5.072085    1.8158435  -4.1678658   3.9375567   0.31225666
  3.5452228  -0.24642876  5.665768    2.5323524   5.1777444   4.409533
  0.31314003 -1.6005037   3.6985514   8.491706    1.5298071   4.0480165
  1.2553127  -3.5178406  -6.4485264   0.8117242   2.501955   -7.0721865
  0.97669506 -0.61145324]"
68,constipation,"[ 4.4413605  -2.2636414  -4.880947    2.4425046  -4.6442285   0.6686737
 -4.404567    4.9138703  -6.742384   -0.40577906  3.676848   -0.10676578
  5.7033567   8.421938   -2.6743119  -3.465412   -4.8517504   0.7365403
  1.4826518   4.1269827   0.17250618  7.998256   -4.894974    5.54737
 -0.3103316   2.1714697   7.67566     2.3888714   0.16365775 -7.0563936
  1.362975   -0.91876554  3.4099944   0.727484   -1.9838951   3.8689797
  2.4902425  -5.4025717   1.0456434   1.8929849   1.9020758  -5.043522
  8.003052    3.0023031  -3.908594    0.7633792   6.121       0.6103212
 -1.10243    -3.065006  ]"
